Study Hours,Sleep Hours,Last Exam,Internet Access,Academy,Family Income,CoCurricular,Stress Level,Health,Percentage
20.88,5.89,77.26,No,Yes,Low,Low,Low,Average,74.3
16.83,6.63,73.41,Yes,Yes,Low,Moderate,High,Average,66.7
21.89,9.44,60.76,Yes,Yes,Low,Low,Moderate,Average,67.82
17.05,7.27,66.98,Yes,No,Moderate,Low,High,Poor,59.75
7.21,6.79,93.94,Yes,No,Low,Low,Moderate,Average,62.14
0.0,5.87,48.68,Yes,No,Moderate,Moderate,Moderate,Average,35.67
15.89,7.61,98.29,Yes,Yes,Moderate,Moderate,Moderate,Poor,74.85
13.72,8.24,71.5,No,No,Moderate,Low,Moderate,Poor,52.36
9.14,8.05,67.3,No,Yes,Moderate,High,Low,Average,56.4
4.8,6.69,84.3,Yes,No,Moderate,Low,High,Average,48.72
10.59,7.43,38.99,Yes,No,Moderate,Low,Low,Average,49.43
13.83,9.01,90.7,Yes,No,Low,Low,Low,Average,67.56
19.0,8.29,97.87,Yes,Yes,Low,Low,Moderate,Average,87.81
16.13,6.06,86.32,No,Yes,High,Moderate,Moderate,Good,80.02
24.65,3.94,38.47,Yes,No,Moderate,Low,Low,Average,75.94
8.79,7.36,81.46,Yes,No,High,Moderate,Moderate,Average,65.5
20.29,7.96,94.69,Yes,Yes,Moderate,Low,Low,Average,87.72
15.28,5.69,93.14,Yes,No,Low,Low,Moderate,Good,63.84
19.17,6.99,48.88,Yes,No,Moderate,High,Moderate,Average,57.27
12.38,6.68,85.25,Yes,Yes,Moderate,Low,Moderate,Average,62.48
21.43,7.13,96.93,Yes,Yes,Moderate,High,Low,Average,86.32
16.77,6.35,70.44,No,No,Low,Moderate,Moderate,Average,57.34
10.92,8.55,48.21,Yes,Yes,Low,High,Low,Good,56.29
14.93,7.18,82.43,Yes,No,Low,High,Moderate,Average,74.81
13.56,5.95,85.81,Yes,No,Moderate,Moderate,Moderate,Poor,66.02
17.94,8.1,67.91,Yes,Yes,Moderate,High,Low,Average,80.86
7.92,5.48,52.14,Yes,No,Moderate,Moderate,High,Average,32.57
14.82,8.54,84.73,Yes,Yes,Moderate,Moderate,High,Good,74.67
17.37,8.19,58.47,No,Yes,Moderate,Moderate,Moderate,Average,55.96
15.2,8.67,75.96,Yes,No,Moderate,Moderate,Moderate,Average,73.75
23.08,6.81,93.37,Yes,Yes,Moderate,Moderate,Moderate,Good,87.56
19.64,6.4,45.12,Yes,Yes,Moderate,High,Moderate,Good,61.4
14.96,7.1,83.62,Yes,Yes,Low,Moderate,High,Average,63.49
16.3,6.9,66.9,Yes,Yes,Low,High,Moderate,Average,63.43
16.77,6.22,67.29,No,Yes,Moderate,Moderate,High,Average,62.93
17.42,6.34,77.71,Yes,Yes,Moderate,High,Moderate,Average,71.88
4.05,6.56,58.43,Yes,No,High,Low,Moderate,Average,45.36
13.19,5.6,52.37,Yes,Yes,Low,Low,Low,Good,52.23
6.09,7.81,43.24,Yes,Yes,High,Low,Moderate,Average,43.84
22.67,6.94,88.48,Yes,No,Moderate,Low,Moderate,Good,80.83
14.63,6.63,64.42,Yes,Yes,Low,Moderate,Moderate,Average,58.79
13.84,5.67,78.55,Yes,Yes,Moderate,Moderate,Moderate,Poor,64.99
20.38,5.61,62.72,Yes,No,Moderate,Low,High,Average,64.39
17.53,9.32,52.57,Yes,Yes,Moderate,Moderate,Moderate,Poor,70.7
8.23,6.25,79.78,No,Yes,Low,Low,High,Average,40.8
14.57,7.73,74.92,No,Yes,Moderate,Low,Low,Average,67.07
12.99,7.2,66.45,Yes,No,Moderate,Moderate,Moderate,Average,58.19
4.53,3.67,74.53,Yes,No,Moderate,Low,Moderate,Poor,40.65
10.86,9.15,55.59,Yes,Yes,Moderate,Low,Low,Average,61.57
13.9,7.82,85.91,Yes,Yes,High,Moderate,Low,Average,74.74
14.31,6.08,89.39,No,No,Moderate,Moderate,Moderate,Poor,63.58
6.11,6.97,81.39,Yes,Yes,High,Low,Moderate,Average,59.53
21.91,5.62,64.42,Yes,Yes,Moderate,Moderate,High,Average,75.48
14.39,9.19,70.89,Yes,Yes,Low,Moderate,Low,Poor,59.27
15.23,5.91,93.53,Yes,No,Moderate,Low,Moderate,Average,68.96
17.4,6.37,89.22,Yes,No,High,Low,Low,Good,89.78
10.27,6.12,99.91,Yes,Yes,Moderate,Moderate,Moderate,Average,71.4
17.74,7.1,58.29,No,Yes,Moderate,Low,Low,Average,60.09
12.8,8.64,56.95,Yes,Yes,High,High,High,Average,62.21
9.62,9.15,72.02,Yes,Yes,Moderate,Low,High,Average,49.17
18.44,6.52,76.1,Yes,Yes,High,Moderate,Low,Good,85.99
23.95,7.45,67.87,Yes,Yes,Moderate,Low,Low,Average,78.16
19.35,7.1,64.15,Yes,Yes,Moderate,Moderate,Moderate,Average,71.63
20.54,5.82,89.01,Yes,Yes,Low,Low,High,Average,73.7
11.88,9.91,68.64,Yes,Yes,Moderate,Low,Low,Average,67.64
5.41,8.64,51.77,Yes,No,High,High,Moderate,Good,41.51
23.94,7.23,53.5,Yes,Yes,Moderate,Moderate,Moderate,Average,72.74
27.33,8.9,73.71,Yes,No,Moderate,Low,Moderate,Good,77.99
24.26,8.45,100.0,Yes,Yes,Moderate,High,Moderate,Average,100.0
12.99,7.1,55.36,Yes,Yes,Moderate,Low,High,Good,54.84
8.07,7.39,65.28,Yes,Yes,High,Moderate,Moderate,Average,53.98
8.61,8.81,100.0,Yes,No,Moderate,Low,Moderate,Poor,55.29
4.9,5.86,62.74,Yes,Yes,High,High,Moderate,Average,54.94
14.36,9.01,76.83,Yes,Yes,Moderate,Moderate,High,Poor,66.59
24.63,6.73,98.14,Yes,Yes,High,Moderate,Moderate,Average,94.35
14.15,8.83,55.73,Yes,No,Moderate,Low,Moderate,Average,60.07
16.81,6.99,65.36,Yes,No,Low,Moderate,Moderate,Average,58.78
23.25,7.41,62.73,Yes,No,Low,Moderate,Low,Average,71.35
12.58,6.96,47.23,Yes,Yes,Low,Low,Moderate,Good,59.34
27.21,6.36,93.54,Yes,No,Low,Moderate,Moderate,Average,86.75
26.95,6.68,61.22,Yes,Yes,Low,High,High,Good,80.64
14.21,8.65,56.86,No,No,Low,High,Moderate,Average,54.67
11.53,4.22,63.33,Yes,No,High,Moderate,Moderate,Good,57.29
19.18,5.51,83.93,No,Yes,High,Moderate,Moderate,Average,85.75
12.91,6.13,71.69,Yes,No,Moderate,Low,Moderate,Poor,62.86
8.06,5.71,58.13,Yes,No,Moderate,High,Low,Poor,52.1
22.69,8.81,76.14,Yes,Yes,Moderate,Moderate,Moderate,Good,86.89
22.3,8.51,82.19,Yes,No,Moderate,Low,Low,Average,89.61
15.93,7.71,69.64,Yes,Yes,Moderate,Moderate,Moderate,Average,60.77
7.42,6.23,66.48,Yes,No,Moderate,Moderate,Low,Average,53.58
7.62,8.6,85.24,Yes,Yes,Low,Moderate,Low,Average,61.26
15.64,5.09,67.31,No,Yes,Moderate,Moderate,Moderate,Good,66.03
12.0,9.57,94.12,Yes,Yes,Moderate,Moderate,Moderate,Good,83.88
12.95,6.18,58.64,Yes,No,High,Moderate,Moderate,Average,64.78
21.13,6.69,58.29,Yes,No,High,Low,Low,Poor,69.69
19.4,6.48,56.44,Yes,Yes,High,Low,High,Average,64.9
23.27,5.71,66.42,Yes,Yes,Moderate,Low,Low,Average,80.8
9.06,9.31,70.04,Yes,No,Moderate,Moderate,Moderate,Average,66.72
12.94,7.95,50.12,Yes,Yes,Low,Low,Low,Average,49.63
19.55,8.46,71.45,Yes,No,Moderate,Moderate,Low,Average,77.33
17.69,5.53,78.48,Yes,No,Low,Moderate,Moderate,Average,55.43
24.19,7.22,48.02,Yes,No,Low,Moderate,Low,Good,78.38
17.52,7.63,62.18,Yes,No,Moderate,Low,Moderate,Good,65.38
26.09,7.32,78.51,Yes,No,Moderate,Moderate,Moderate,Average,87.8
18.24,5.61,53.66,Yes,Yes,High,Moderate,Moderate,Average,59.21
21.37,8.29,65.26,Yes,Yes,Moderate,Moderate,Moderate,Average,76.66
13.06,7.15,86.32,Yes,Yes,Moderate,Low,Low,Good,73.37
15.09,5.85,96.93,Yes,No,Moderate,Moderate,Moderate,Good,73.08
20.47,4.77,76.6,Yes,No,Moderate,Moderate,Moderate,Average,76.75
24.68,7.73,67.46,Yes,Yes,High,Low,Moderate,Average,79.42
19.38,9.94,62.48,Yes,Yes,Low,Moderate,Moderate,Poor,74.9
14.5,5.78,83.66,Yes,Yes,High,Moderate,High,Average,76.47
23.26,7.2,87.0,Yes,No,High,Moderate,Moderate,Good,88.05
1.85,8.33,52.65,No,Yes,Low,Low,Low,Average,46.3
6.47,5.48,83.66,Yes,Yes,Moderate,Low,High,Good,59.6
19.09,6.42,60.89,Yes,Yes,Moderate,Moderate,Moderate,Average,79.9
15.08,5.97,57.11,No,Yes,High,Moderate,Moderate,Good,71.22
18.63,8.18,67.7,Yes,Yes,Moderate,Moderate,Moderate,Poor,70.72
15.39,8.59,84.87,Yes,Yes,Moderate,Moderate,Moderate,Good,84.81
18.43,7.19,74.64,No,No,Moderate,Moderate,Moderate,Average,67.28
10.11,5.99,74.23,Yes,Yes,Low,Moderate,High,Poor,55.38
18.42,6.47,75.29,Yes,Yes,High,Moderate,High,Good,69.66
20.97,6.24,77.01,Yes,Yes,Moderate,Moderate,High,Good,74.33
22.32,5.83,68.29,No,No,Moderate,Moderate,Moderate,Average,65.85
27.08,6.88,79.48,Yes,Yes,Low,Low,Low,Average,85.95
16.46,7.69,60.1,Yes,Yes,Low,Low,Moderate,Average,60.94
16.64,7.59,79.77,Yes,Yes,Moderate,Low,Low,Average,76.53
5.86,6.99,82.85,Yes,Yes,Moderate,Low,Moderate,Average,60.8
11.81,7.07,80.49,Yes,Yes,High,Moderate,Moderate,Average,70.27
13.84,6.9,81.27,No,Yes,Moderate,Moderate,Moderate,Average,67.98
21.3,5.44,76.97,No,Yes,High,Moderate,Moderate,Average,70.64
11.33,7.19,87.6,Yes,Yes,Moderate,Moderate,High,Good,64.74
19.78,6.3,35.93,No,No,Moderate,Low,Moderate,Good,53.17
14.99,5.38,82.81,No,No,High,High,Low,Good,73.8
13.94,7.44,99.63,Yes,Yes,Moderate,Moderate,Low,Average,87.38
16.49,6.27,60.67,No,Yes,Moderate,Moderate,High,Average,56.65
12.65,7.27,58.99,No,Yes,Moderate,Low,Moderate,Average,50.96
12.43,8.02,89.29,Yes,Yes,Moderate,Moderate,Low,Good,81.86
4.77,5.86,56.1,Yes,Yes,Moderate,Low,Moderate,Average,43.53
13.51,7.11,60.0,Yes,Yes,Moderate,Moderate,Moderate,Poor,55.87
12.12,4.83,72.55,Yes,No,Moderate,Moderate,Moderate,Good,67.78
11.9,8.84,58.02,Yes,No,Moderate,High,High,Good,63.9
17.5,5.37,83.13,Yes,No,High,Moderate,Moderate,Average,73.89
18.95,6.38,58.14,No,Yes,High,Low,Moderate,Average,64.58
16.39,8.61,75.41,Yes,No,Low,Low,Moderate,Average,66.67
20.97,6.72,74.27,No,No,Moderate,Low,Low,Average,66.36
18.45,5.56,94.96,No,No,Moderate,Moderate,Moderate,Average,72.26
13.23,7.86,87.48,Yes,Yes,Moderate,Moderate,Moderate,Average,73.01
12.22,7.83,62.06,Yes,No,Moderate,Low,High,Average,47.63
16.88,6.24,51.03,Yes,Yes,Low,Low,Moderate,Average,51.45
18.44,6.37,82.57,Yes,Yes,Moderate,Moderate,Moderate,Poor,83.79
23.39,6.48,60.2,Yes,Yes,Moderate,Low,High,Average,77.94
22.15,6.75,64.96,Yes,No,Moderate,Moderate,Low,Average,72.69
11.75,4.73,54.1,Yes,No,Low,Low,Moderate,Average,42.1
14.39,6.78,80.19,Yes,No,High,Moderate,Low,Poor,72.59
19.03,9.14,60.3,No,No,Moderate,Low,Moderate,Average,64.04
21.41,5.92,69.47,Yes,Yes,Moderate,Moderate,Moderate,Average,75.0
20.63,6.3,69.71,Yes,No,Moderate,Moderate,Moderate,Average,71.94
14.62,5.58,72.75,Yes,Yes,Moderate,Low,Low,Good,67.6
7.48,7.73,79.92,Yes,Yes,Moderate,Low,Moderate,Average,52.62
9.01,8.44,66.36,No,No,Low,High,Moderate,Average,48.11
16.64,8.42,58.88,Yes,No,Low,Moderate,Low,Good,66.7
17.05,5.5,42.11,Yes,No,Moderate,Low,Low,Average,53.14
8.41,7.6,71.54,Yes,No,Low,Low,High,Average,42.64
15.27,8.72,67.65,Yes,Yes,Moderate,Moderate,Moderate,Average,77.98
18.79,7.61,59.34,Yes,Yes,Moderate,Moderate,Low,Good,78.1
8.09,7.57,70.94,Yes,No,Moderate,Low,High,Average,50.05
21.63,6.43,82.84,Yes,Yes,Moderate,Moderate,Moderate,Good,87.36
12.73,7.26,86.68,Yes,Yes,Low,Low,Moderate,Average,65.54
22.55,8.48,46.97,Yes,Yes,Moderate,Moderate,Moderate,Good,86.72
11.8,7.39,64.59,No,Yes,Moderate,High,Moderate,Poor,69.35
8.84,5.5,84.42,Yes,Yes,High,Moderate,Moderate,Average,72.4
12.25,6.45,93.94,Yes,Yes,Low,Moderate,Low,Average,76.57
14.43,8.45,57.74,Yes,No,Moderate,Moderate,High,Good,59.06
12.67,7.39,90.67,Yes,No,Low,Moderate,Moderate,Good,60.94
13.7,7.14,49.75,Yes,Yes,Low,Low,Low,Average,62.98
17.0,6.34,87.22,Yes,No,High,Low,Low,Average,76.32
13.97,8.43,65.77,Yes,Yes,Moderate,High,Moderate,Average,68.56
14.6,8.99,93.44,Yes,No,Moderate,Moderate,Moderate,Average,79.6
4.74,8.52,63.04,Yes,Yes,Low,Moderate,Low,Average,54.61
17.35,8.73,65.35,Yes,No,Low,Moderate,High,Good,67.65
14.46,6.57,68.0,Yes,No,Low,Moderate,Moderate,Poor,51.85
24.66,6.4,46.94,Yes,Yes,Low,Moderate,High,Good,66.5
9.36,6.81,43.56,No,No,Low,Moderate,Moderate,Poor,33.16
4.15,7.05,77.65,Yes,Yes,Moderate,Moderate,Low,Good,65.35
18.71,8.72,84.83,Yes,No,Moderate,Moderate,High,Poor,70.04
17.08,8.4,79.11,Yes,Yes,Moderate,Low,High,Good,73.03
8.95,7.65,51.19,Yes,No,Moderate,Moderate,Low,Average,53.13
5.82,5.28,77.2,Yes,Yes,Moderate,Moderate,Moderate,Good,54.64
24.22,4.97,55.15,Yes,No,Moderate,Low,Low,Average,71.32
23.48,7.29,76.11,Yes,No,Low,Low,Moderate,Average,71.47
0.08,8.06,86.97,No,Yes,Moderate,Moderate,High,Poor,35.76
12.25,6.9,75.51,No,No,High,Moderate,Moderate,Average,59.11
24.99,9.3,92.03,Yes,Yes,High,High,High,Average,97.67
12.14,5.7,67.75,Yes,No,Moderate,Moderate,Moderate,Good,56.15
12.06,5.55,66.75,No,Yes,Moderate,Moderate,Moderate,Average,56.08
13.3,6.2,71.01,Yes,Yes,High,Moderate,Moderate,Average,71.36
8.27,6.16,49.86,Yes,Yes,Moderate,Moderate,Moderate,Average,40.02
4.77,7.63,63.96,Yes,No,High,High,Moderate,Poor,44.72
21.32,6.49,65.27,Yes,Yes,Moderate,Low,Low,Average,68.94
3.94,5.14,65.74,Yes,Yes,Low,Moderate,Moderate,Average,35.45
16.48,8.07,74.02,Yes,Yes,High,Low,High,Good,62.38
20.32,4.89,47.8,Yes,Yes,Low,Moderate,Low,Average,63.32
6.29,5.71,52.82,Yes,Yes,Moderate,High,Moderate,Good,45.36
9.45,5.05,86.98,Yes,Yes,Low,Low,High,Good,58.05
22.28,7.25,39.89,Yes,No,High,Low,Moderate,Good,74.18
18.2,7.22,79.25,No,Yes,Low,Moderate,High,Average,60.17
11.3,9.3,64.4,Yes,No,Low,Low,Moderate,Good,64.31
22.21,8.1,72.4,Yes,Yes,Moderate,Moderate,High,Average,82.52
22.24,8.73,93.37,Yes,No,Moderate,Moderate,Low,Average,88.07
16.61,7.35,68.03,Yes,Yes,High,Low,Moderate,Good,64.46
9.6,5.83,79.38,No,Yes,Moderate,Moderate,Low,Average,53.6
12.52,7.15,70.88,Yes,Yes,Moderate,Moderate,Moderate,Good,79.25
16.72,7.71,68.36,Yes,Yes,Moderate,Low,Low,Average,71.04
13.87,7.84,66.5,Yes,Yes,Moderate,Moderate,Moderate,Poor,66.61
20.63,6.43,80.52,Yes,Yes,Moderate,Low,Moderate,Good,80.83
5.82,7.59,59.03,Yes,Yes,High,Low,Moderate,Poor,39.23
6.03,5.88,53.02,Yes,Yes,Moderate,Moderate,High,Poor,39.37
16.09,5.75,71.12,Yes,No,High,High,Moderate,Average,66.82
12.05,5.66,72.89,Yes,Yes,Low,Low,Moderate,Average,67.26
11.24,7.03,42.64,Yes,No,High,Moderate,Moderate,Average,47.85
4.39,5.59,69.84,Yes,Yes,Moderate,Moderate,Low,Average,60.09
15.12,6.49,51.6,No,Yes,Moderate,Low,Moderate,Average,62.41
14.68,8.08,79.4,Yes,Yes,Moderate,Moderate,High,Average,61.11
18.92,5.77,42.94,No,No,High,High,Low,Average,65.39
15.41,6.39,98.88,Yes,No,Low,Low,Low,Average,73.4
14.2,7.09,64.93,Yes,No,Moderate,Low,Moderate,Average,66.85
22.06,7.3,57.03,Yes,Yes,High,Moderate,Low,Good,84.06
7.13,6.4,65.76,Yes,No,Moderate,Moderate,Moderate,Good,54.44
18.22,7.94,78.34,No,Yes,Moderate,Low,High,Good,68.84
4.97,7.71,83.36,Yes,Yes,Moderate,Low,Low,Good,66.61
9.97,8.37,65.89,Yes,Yes,Low,Moderate,Low,Average,53.32
7.72,6.9,48.42,Yes,Yes,Low,Moderate,Low,Good,55.11
19.69,6.38,51.82,Yes,Yes,Moderate,Low,Moderate,Average,68.95
14.61,6.18,74.3,Yes,No,High,High,Moderate,Average,72.32
14.92,7.37,84.81,No,Yes,Low,Moderate,High,Average,57.85
8.36,6.55,86.76,Yes,Yes,Moderate,Moderate,Moderate,Poor,54.19
13.2,6.32,72.52,Yes,Yes,High,Moderate,Moderate,Average,63.89
10.42,6.46,84.51,Yes,Yes,Moderate,Moderate,Moderate,Average,60.54
17.3,6.18,98.69,Yes,Yes,Moderate,Low,Moderate,Average,81.06
9.05,7.24,87.86,No,Yes,Moderate,Moderate,Moderate,Average,59.18
22.98,5.3,83.83,Yes,Yes,Moderate,Low,Moderate,Average,78.64
4.95,7.36,57.9,Yes,Yes,Moderate,High,Moderate,Poor,43.5
10.16,7.81,84.44,Yes,No,Low,Moderate,Moderate,Average,56.26
25.06,6.3,76.92,Yes,No,Moderate,Moderate,Low,Good,85.0
12.39,9.31,79.76,Yes,Yes,Moderate,High,Moderate,Average,78.76
7.11,7.02,88.92,Yes,No,Low,Low,High,Good,60.04
16.31,5.13,75.38,No,Yes,Moderate,Moderate,High,Average,62.28
12.15,6.66,68.46,Yes,Yes,High,Moderate,High,Poor,64.07
9.98,7.08,53.95,No,No,High,Moderate,Low,Average,50.63
8.42,7.54,65.55,Yes,Yes,High,Moderate,Low,Average,60.7
31.61,6.69,73.19,Yes,No,Moderate,Low,High,Good,93.74
13.49,5.79,74.16,Yes,Yes,Moderate,Moderate,Moderate,Average,64.16
3.45,5.69,73.66,Yes,No,Low,Moderate,Moderate,Average,39.29
23.96,6.22,84.39,Yes,Yes,Low,Low,Moderate,Average,74.94
18.67,6.33,82.98,Yes,No,Low,Moderate,High,Good,65.97
10.4,5.64,69.07,No,Yes,Moderate,Low,Low,Poor,57.76
9.4,6.12,57.29,Yes,Yes,Moderate,Moderate,Low,Good,59.09
19.04,7.79,75.75,Yes,No,High,Moderate,Moderate,Good,82.45
13.52,8.98,100.0,Yes,No,High,Moderate,Moderate,Average,81.68
3.44,7.91,74.82,Yes,No,Moderate,Low,Moderate,Good,49.82
25.72,8.57,65.56,Yes,Yes,Moderate,Moderate,Low,Good,77.06
12.4,8.17,78.04,Yes,No,Low,Moderate,Moderate,Average,55.29
23.97,8.0,78.94,Yes,No,High,Moderate,Moderate,Average,93.1
22.67,6.59,78.77,Yes,Yes,Moderate,Moderate,Low,Good,91.18
8.99,7.17,90.59,Yes,Yes,Moderate,High,Moderate,Good,79.68
21.2,6.5,75.79,No,Yes,Low,Moderate,Moderate,Good,75.12
11.09,6.74,89.88,Yes,Yes,High,Low,High,Good,73.22
3.8,7.08,73.45,Yes,No,Moderate,Low,Moderate,Poor,38.41
12.45,7.86,92.69,Yes,Yes,High,Low,Moderate,Poor,63.95
17.39,7.51,88.1,Yes,Yes,Low,Moderate,High,Average,77.2
12.22,6.81,83.83,Yes,Yes,Low,Low,Moderate,Good,68.56
13.16,7.07,81.84,Yes,No,Moderate,Moderate,Low,Average,70.2
21.86,7.52,100.0,Yes,Yes,Low,Moderate,Moderate,Good,87.82
15.64,7.8,86.15,No,Yes,Low,Moderate,Moderate,Average,78.0
9.94,5.18,57.26,Yes,No,Moderate,Low,High,Good,42.91
19.21,5.71,73.69,No,No,Moderate,Moderate,Low,Average,77.06
16.19,8.33,66.03,Yes,Yes,Moderate,Moderate,Moderate,Average,69.81
0.0,6.93,100.0,No,No,Moderate,Moderate,Moderate,Average,40.43
17.57,6.49,88.77,Yes,No,Low,Moderate,Low,Average,78.66
17.35,6.68,100.0,Yes,No,Moderate,High,Low,Good,87.7
15.12,6.68,58.6,Yes,No,Low,Low,Moderate,Average,53.99
20.35,7.67,86.53,Yes,Yes,Moderate,Moderate,Moderate,Average,83.49
10.97,5.67,49.53,Yes,Yes,Low,Low,Low,Average,36.55
17.02,7.03,46.12,Yes,No,Low,Low,Low,Average,58.6
5.6,7.3,64.05,Yes,Yes,Moderate,Moderate,High,Average,47.64
17.44,7.48,92.69,Yes,No,Low,High,Low,Poor,85.97
26.72,7.27,55.11,Yes,Yes,Moderate,Moderate,Moderate,Poor,86.88
9.03,7.62,69.75,Yes,Yes,Low,Moderate,Moderate,Average,54.76
10.44,6.31,87.83,Yes,Yes,Moderate,Low,Low,Average,73.09
10.74,5.87,82.7,Yes,No,High,Moderate,Low,Average,74.47
15.78,9.95,100.0,Yes,No,High,High,Moderate,Good,92.06
8.62,6.64,70.05,Yes,Yes,Moderate,Moderate,Moderate,Average,58.14
17.53,6.78,63.38,Yes,Yes,Moderate,Moderate,High,Average,61.97
20.08,7.81,53.58,Yes,Yes,Moderate,Moderate,High,Good,62.07
18.21,8.92,64.48,Yes,No,Moderate,Moderate,Moderate,Average,76.71
4.39,6.35,53.45,Yes,Yes,Moderate,High,Low,Average,43.49
20.97,5.8,43.05,Yes,Yes,Moderate,High,Moderate,Average,63.84
20.62,5.51,99.45,Yes,Yes,Moderate,Moderate,Moderate,Average,89.9
19.98,8.91,70.73,Yes,Yes,Moderate,Low,Low,Poor,69.39
17.24,5.75,100.0,Yes,No,Moderate,Moderate,Moderate,Average,76.72
16.32,6.97,57.41,Yes,Yes,High,Low,Low,Good,79.11
21.19,5.83,63.57,Yes,Yes,Moderate,Low,Low,Good,69.61
26.54,5.26,58.37,Yes,No,High,Low,High,Average,70.45
9.28,6.65,60.39,Yes,No,Moderate,High,Moderate,Average,47.65
21.47,5.87,83.1,Yes,No,Moderate,Moderate,Low,Poor,81.91
14.48,6.17,78.49,Yes,Yes,High,Low,Moderate,Average,79.93
14.22,9.41,83.13,Yes,Yes,Moderate,Low,Low,Average,83.55
5.78,7.51,90.13,Yes,Yes,Low,High,Low,Average,66.08
13.29,8.12,86.61,Yes,Yes,Low,Low,High,Poor,60.26
9.02,7.99,54.87,Yes,No,Moderate,Moderate,Moderate,Good,58.73
12.22,6.88,62.14,No,No,High,Low,Moderate,Average,58.84
8.41,6.47,71.82,Yes,No,Low,Low,High,Good,43.72
12.31,7.3,100.0,Yes,Yes,Low,Moderate,Moderate,Average,67.07
12.56,7.2,81.59,No,No,Low,Moderate,Low,Average,54.63
15.58,6.32,71.6,Yes,Yes,Low,Moderate,Moderate,Average,65.59
5.31,7.16,80.1,Yes,Yes,High,Low,Low,Average,60.52
6.33,6.15,60.95,Yes,No,Moderate,Low,Moderate,Average,48.97
17.17,6.79,73.94,No,Yes,Moderate,Moderate,Moderate,Average,73.72
10.22,6.6,84.32,No,Yes,Low,Low,Moderate,Good,61.64
21.45,5.48,69.57,Yes,No,Moderate,High,Moderate,Average,73.42
16.35,4.18,58.65,Yes,No,Low,Low,Low,Good,65.95
18.64,5.87,68.83,Yes,No,Low,Moderate,Low,Average,60.43
23.46,9.16,65.21,No,Yes,Moderate,Low,High,Average,73.09
13.14,6.63,49.64,Yes,Yes,Moderate,Moderate,High,Average,50.43
11.55,7.93,61.43,No,No,Moderate,Moderate,High,Poor,45.4
20.23,4.45,49.11,Yes,Yes,Low,Low,Low,Average,58.39
18.06,5.79,51.45,Yes,Yes,Moderate,Moderate,Moderate,Average,68.6
13.88,5.37,52.89,Yes,Yes,Moderate,High,Low,Average,51.94
23.35,6.76,84.3,Yes,No,Low,High,Moderate,Good,88.28
13.73,9.91,92.34,Yes,Yes,Moderate,Moderate,Moderate,Poor,70.32
15.2,7.55,46.96,Yes,No,Moderate,Low,Moderate,Average,45.99
15.13,9.03,93.7,Yes,No,High,High,Moderate,Average,85.65
9.39,6.69,53.1,Yes,No,Moderate,High,High,Average,49.97
15.47,8.64,81.2,Yes,Yes,High,Low,Low,Average,87.08
23.38,9.49,73.88,Yes,Yes,High,Low,Moderate,Good,90.94
17.67,6.87,79.54,Yes,No,Low,Moderate,High,Average,70.44
15.19,6.35,52.51,No,No,Moderate,Moderate,Moderate,Average,57.64
14.03,5.42,42.81,Yes,Yes,Moderate,Low,Moderate,Average,51.7
16.99,6.63,57.96,Yes,Yes,Moderate,Low,Moderate,Average,57.2
19.5,7.1,76.4,Yes,Yes,Moderate,Moderate,High,Good,79.19
18.66,9.44,99.35,Yes,Yes,Moderate,Moderate,Moderate,Average,93.19
13.01,5.45,54.55,Yes,Yes,High,High,High,Poor,47.64
16.95,7.07,68.52,Yes,Yes,Moderate,Moderate,Low,Average,70.75
17.88,4.82,58.76,Yes,No,Low,Moderate,Low,Average,52.22
8.96,6.49,69.74,Yes,Yes,High,Moderate,Low,Average,67.65
16.01,7.37,41.04,No,Yes,Moderate,Moderate,Low,Average,51.86
2.03,7.62,92.47,Yes,Yes,Moderate,High,Moderate,Average,62.89
17.9,7.71,70.36,Yes,Yes,High,Low,Moderate,Average,78.99
18.96,7.48,83.76,No,No,Moderate,High,Moderate,Average,78.52
19.49,7.7,66.52,Yes,Yes,Moderate,High,Moderate,Good,79.23
12.63,7.05,72.86,Yes,No,High,Low,Low,Good,75.75
16.85,5.74,86.93,No,Yes,Moderate,Moderate,High,Average,65.93
23.54,4.78,71.98,Yes,Yes,Low,Moderate,Low,Good,84.9
23.48,6.34,72.52,Yes,Yes,Moderate,Moderate,High,Good,76.5
14.82,6.84,58.09,No,Yes,High,High,Moderate,Good,71.99
15.84,8.5,61.98,Yes,No,Low,Moderate,Moderate,Poor,60.06
21.67,6.88,54.81,Yes,Yes,Moderate,Low,Moderate,Average,69.68
6.0,6.76,58.93,Yes,No,Moderate,High,High,Poor,40.86
13.06,7.46,88.77,Yes,Yes,Moderate,Low,High,Average,73.58
23.01,6.68,97.13,Yes,Yes,Moderate,Moderate,Low,Average,90.22
20.85,7.97,51.29,Yes,No,Moderate,Moderate,Moderate,Average,69.49
17.22,9.38,75.93,Yes,No,Low,Low,Low,Average,69.13
5.97,9.63,65.23,Yes,Yes,Low,Moderate,Low,Average,54.02
14.7,7.12,90.95,Yes,Yes,Low,High,Moderate,Average,76.89
11.46,7.4,72.02,Yes,No,High,Moderate,Low,Average,64.23
16.99,8.89,69.89,Yes,No,Moderate,Moderate,High,Poor,68.29
10.14,6.82,58.83,Yes,No,Moderate,Moderate,Moderate,Good,63.35
8.85,7.82,47.02,No,Yes,High,High,Moderate,Poor,44.29
2.61,5.64,81.41,No,No,High,High,Moderate,Good,49.88
